Codigo;factura;valor
860192;3002610989 - 01;$29.590
860193;3002610990 - 15;$27.110
860194;3002610991 - 13;$29.590
860195;3002610992 - 11;$29.590
860196;3002610993 - 10;$29.590
860197;3002610995 - 16;$29.590
860198;3002610996 - 14;$29.590
860199;3002610997 - 12;$29.590
860200;3002610998 - 10;$29.590
860201;3002610999 - 19;$29.590
860202;3002611000 - 08;$27.110
860203;3002611002 - 04;$0
860204;3002611003 - 02;$29.590
860205;3002611004 - 00;$0
860206;3002611005 - 09;$0
860207;3002611006 - 07;$0
860208;3002611007 - 05;$0
860209;3002611008 - 03;$27.110
860210;3002611010 - 05;$29.590
860211;3002611011 - 03;$29.590
860212;3002611012 - 01;$27.110
860213;3002611014 - 08;$29.590
860214;3002611015 - 06;$29.590
860215;3002611016 - 04;$194.020
860216;3002611018 - 00;$29.590
860217;3002611019 - 09;$110.450
860218;3002611020 - 12;$194.020
860219;3002611021 - 10;$29.590
860220;3002611022 - 19;$27.110
860221;3002611023 - 17;$29.590
860222;3002611025 - 13;$29.590
860223;3002611026 - 11;$0
860224;3002611027 - 10;$27.110
860225;3002611028 - 18;$0
860226;3002611029 - 16;$29.590
860227;3002611030 - 20;$29.590
860228;3002611032 - 26;$27.110
860229;3002611033 - 24;$27.110
860230;3002611034 - 22;$29.590
860231;3002611035 - 20;$0
860232;3002611036 - 29;$29.590
860233;3002611037 - 27;$0
860234;3002611039 - 23;$27.110
860237;3002611040 - 37;$29.590
860238;3002611041 - 35;$29.590
860239;3002611042 - 33;$29.590
860240;3002611044 - 30;$27.110
860241;3002611045 - 38;$29.590
860242;3002611046 - 36;$27.110
860243;3002611047 - 34;$27.110
860244;3002611048 - 32;$27.110
860245;3002611049 - 30;$29.590
860246;3002611051 - 42;$29.590
860247;3002611052 - 40;$29.590
860248;3002611053 - 49;$27.110
860249;3002611054 - 47;$29.590
860250;3002611055 - 45;$29.590
860251;3002611057 - 41;$27.110
860252;3002611058 - 40;$27.110
860253;3002611059 - 48;$27.110
860254;3002611060 - 51;$27.110
860255;3002611061 - 50;$27.110
860256;3002611062 - 58;$27.110
860257;3002611063 - 56;$27.110
860260;3002611064 - 54;$29.590
860261;3002611066 - 50;$29.590
860262;3002611067 - 59;$27.110
860263;3002611069 - 55;$29.590
860264;3002611070 - 69;$29.590
860265;3002611071 - 67;$29.590
860266;3002611072 - 65;$29.590
860267;3002611073 - 63;$27.110
860268;3002611075 - 60;$27.110
860269;3002611076 - 68;$0
860270;3002611077 - 66;$27.110
860271;3002611078 - 64;$27.110
860272;3002611079 - 62;$29.590
860273;3002611080 - 76;$27.110
860274;3002611082 - 72;$0
860275;3002611083 - 70;$27.110
860276;3002611084 - 79;$27.110
860278;3002611085 - 77;$29.590
860279;3002611087 - 73;$29.590
860280;3002611088 - 71;$0
860281;3002611089 - 70;$27.110
860282;3002611090 - 83;$27.110
860283;3002611091 - 81;$27.110
860284;3002611092 - 80;$29.590
860285;3002611093 - 88;$29.590
860287;3002611095 - 84;$29.590
860288;3002611096 - 82;$27.110
860289;3002611097 - 80;$29.590
860290;3002611098 - 89;$160.770
860291;3002611099 - 87;$27.110
860292;3002611100 - 14;$29.590
860294;3002611102 - 10;$160.770
860295;3002611103 - 19;$29.590
860296;3002611104 - 17;$0
860297;3002611105 - 15;$29.590
860298;3002611107 - 11;$27.110
860299;3002611108 - 10;$160.770
860300;3002611109 - 18;$29.590
860301;3002611110 - 21;$29.590
860302;3002611111 - 20;$29.590
860303;3002611112 - 28;$29.590
860304;3002611113 - 26;$27.110
860305;3002611115 - 22;$29.590
860309;3002611116 - 20;$27.110
860310;3002611117 - 29;$27.110
860311;3002611118 - 27;$27.110
860312;3002611119 - 25;$29.590
860313;3002611120 - 39;$29.590
860314;3002611122 - 35;$27.110
860315;3002611123 - 33;$29.590
860316;3002611124 - 31;$27.110
860317;3002611125 - 30;$110.440
860318;3002611126 - 38;$29.590
860319;3002611127 - 36;$27.110
860320;3002611129 - 32;$29.590
860321;3002611130 - 46;$29.590
860322;3002611131 - 44;$29.590
860323;3002611132 - 42;$29.590
860324;3002611134 - 49;$160.770
860326;3002611135 - 47;$29.590
860327;3002611136 - 45;$194.020
860328;3002611137 - 43;$29.590
860329;3002611138 - 41;$110.440
860330;3002611139 - 40;$27.110
860332;3002611142 - 50;$29.590
860333;3002611143 - 58;$29.590
860334;3002611144 - 56;$29.590
860335;3002611146 - 52;$27.110
860336;3002611147 - 50;$29.590
860337;3002611148 - 59;$194.020
860338;3002611149 - 57;$29.590
860339;3002611150 - 60;$29.590
860342;3002611151 - 69;$27.110
860343;3002611153 - 65;$160.770
860344;3002611154 - 63;$27.110
860345;3002611155 - 61;$160.770
860346;3002611156 - 60;$29.590
860347;3002611158 - 66;$27.110
860348;3002611159 - 64;$27.110
860349;3002611160 - 78;$27.110
860350;3002611161 - 76;$29.590
860351;3002611162 - 74;$29.590
860352;3002611164 - 70;$27.110
860353;3002611165 - 79;$29.590
860354;3002611166 - 77;$29.590
860355;3002611167 - 75;$27.110
860356;3002611168 - 73;$29.590
860357;3002611170 - 85;$27.110
860358;3002611171 - 83;$29.590
860359;3002611172 - 81;$29.590
860360;3002611173 - 80;$29.590
860362;3002611174 - 88;$29.590
860363;3002611176 - 84;$29.590
860364;3002611177 - 82;$29.590
860365;3002611178 - 80;$27.110
860366;3002611179 - 89;$29.590
860368;3002611180 - 92;$27.110
860371;3002611182 - 99;$29.590
860372;3002611183 - 97;$27.110
860373;3002611184 - 95;$39.210
860374;3002611185 - 93;$27.110
860375;3002611186 - 91;$27.110
860376;3002611188 - 98;$27.110
860377;3002611189 - 96;$29.590
860378;3002611190 - 00;$194.020
860379;3002611191 - 08;$29.590
860380;3002611192 - 06;$29.590
860382;3002611193 - 04;$29.590
860383;3002611194 - 02;$27.110
860384;3002611195 - 00;$29.590
860385;3002611197 - 07;$29.590
860386;3002611198 - 05;$27.110
860387;3002611199 - 03;$29.590
860388;3002611200 - 30;$29.590
860389;3002611201 - 39;$29.590
860390;3002611202 - 37;$29.590
860391;3002611204 - 33;$29.590
860392;3002611205 - 31;$29.590
860393;3002611206 - 30;$194.020
860394;3002611207 - 38;$27.110
860396;3002611208 - 36;$0
860397;3002611210 - 48;$29.590
860398;3002611211 - 46;$29.590
860399;3002611212 - 44;$29.590
860400;3002611213 - 42;$29.590
860401;3002611214 - 40;$29.590
860402;3002611215 - 49;$27.110
860403;3002611217 - 45;$27.110
860404;3002611218 - 43;$27.110
860405;3002611219 - 41;$27.110
860406;3002611220 - 55;$29.590
860407;3002611221 - 53;$27.110
860408;3002611222 - 51;$29.590
860409;3002611224 - 58;$29.590
860410;3002611225 - 56;$29.590
860411;3002611226 - 54;$0
860412;3002611227 - 52;$0
860413;3002611228 - 50;$29.590
860414;3002611229 - 59;$0
860415;3002611231 - 60;$29.590
860416;3002611232 - 69;$29.590
860417;3002611233 - 67;$29.590
860419;3002611234 - 65;$27.110
860420;3002611235 - 63;$27.110
860421;3002611237 - 60;$29.590
860422;3002611238 - 68;$29.590
860423;3002611239 - 66;$27.110
860424;3002611240 - 70;$27.110
860425;3002611241 - 78;$29.590
860426;3002611243 - 74;$29.590
860427;3002611244 - 72;$29.590
860428;3002611245 - 70;$29.590
860429;3002611246 - 79;$29.590
860430;3002611247 - 77;$27.110
860431;3002611249 - 73;$27.110
860432;3002611250 - 87;$27.110
860433;3002611251 - 85;$29.590
860434;3002611252 - 83;$27.110
860435;3002611253 - 81;$27.110
860436;3002611254 - 80;$27.110
860437;3002611256 - 86;$27.110
860439;3002611257 - 84;$29.590
860440;3002611258 - 82;$29.590
860441;3002611259 - 80;$29.590
860442;3002611260 - 94;$29.590
860443;3002611261 - 92;$27.110
860444;3002611263 - 99;$29.590
860445;3002611264 - 97;$29.590
860446;3002611265 - 95;$27.110
860447;3002611266 - 93;$27.110
860448;3002611268 - 90;$29.590
860449;3002611269 - 98;$27.110
860450;3002611270 - 01;$29.590
860451;3002611271 - 00;$27.110
860452;3002611273 - 06;$29.590
860453;3002611274 - 04;$29.590
860454;3002611275 - 02;$29.590
860455;3002611276 - 00;$29.590
860456;3002611277 - 09;$29.590
860457;3002611278 - 07;$29.590
860458;3002611280 - 09;$27.110
860459;3002611281 - 07;$29.590
860460;3002611282 - 05;$29.590
